#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:tree" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:tree" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter estimate="false" id="popSize.t:tree" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:tree" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:tree">
#                    <taxonset id="TaxonSet.noncoding" spec="beast.evolution.alignment.TaxonSet">
#                        <alignment filter="1,458-659,897-898" id="noncoding" spec="beast.evolution.alignment.FilteredAlignment">
#                        </alignment>
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="GammaShapePrior.s:noncoding" name="distribution">
#            <parameter id="gammaShape.s:noncoding" name="x">1.0</parameter>
#            <Exponential id="Exponential.1" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@noncoding" id="treeLikelihood.noncoding" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:noncoding" shape="@gammaShape.s:noncoding" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:noncoding" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:noncoding" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:noncoding" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:clock" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:clock" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:clock" id="treeLikelihood.1stpos" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <data data="@primate-mtDNA" filter="2-457\3,660-896\3" id="1stpos" spec="beast.evolution.alignment.FilteredAlignment"/>
#            <siteModel id="SiteModel.s:1stpos" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:1stpos" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:1stpos" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:1stpos" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:1stpos" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:clock" id="treeLikelihood.2ndpos" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <data data="@primate-mtDNA" filter="3-457\3,661-896\3" id="2ndpos" spec="beast.evolution.alignment.FilteredAlignment"/>
#            <siteModel id="SiteModel.s:2ndpos" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:2ndpos" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:2ndpos" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:2ndpos" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:2ndpos" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#        </distribution>
#        <distribution branchRateModel="@StrictClock.c:clock" id="treeLikelihood.3rdpos" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:tree">
#            <data data="@primate-mtDNA" filter="4-457\3,662-.\3" id="3rdpos" spec="beast.evolution.alignment.FilteredAlignment"/>
#            <siteModel id="SiteModel.s:3rdpos" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:3rdpos" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:3rdpos" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:3rdpos" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:3rdpos" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.1stpos	treeLikelihood.2ndpos	treeLikelihood.3rdpos	treeLikelihood.noncoding	TreeHeight	gammaShape	CoalescentConstant
91200	-6376.697506354211	-6372.3854033028565	-4.312103051355097	-1503.6610885460852	-1142.2321653275735	-2681.2047105201978	-1045.2874389090005	0.23634333784103195	0.29907250770371885	-4.013030543651378
91400	-6372.532637227051	-6368.154843348986	-4.377793878064815	-1504.23194897287	-1143.929472698127	-2673.0282434727005	-1046.965178205288	0.2515537517987929	0.29907250770371885	-4.078721370361096
91600	-6373.896532716291	-6369.906695306916	-3.9898374093753057	-1504.457390303472	-1137.7696730319672	-2682.344451987123	-1045.3351799843535	0.2318519118621088	0.29907250770371885	-3.690764901671587
91800	-6374.390928186377	-6369.470860475805	-4.920067710571659	-1508.4171354036716	-1147.1425172727043	-2666.6322430422774	-1047.2789647571515	0.2495327534516199	0.29907250770371885	-4.62099520286794
92000	-6374.693976218091	-6369.564933975404	-5.129042242687366	-1506.5149407325314	-1152.09589702173	-2662.6110682039393	-1048.3430280172022	0.25946982317052664	0.29907250770371885	-4.8299697349836475
92200	-6380.134030082609	-6376.226844518225	-3.907185564383556	-1505.895044615449	-1138.7317471103263	-2684.870982052365	-1046.729070740086	0.23488104573233573	0.2682117755189701	-3.638973788864586
92400	-6379.755364088546	-6375.32141330836	-4.433950780185652	-1507.6574518052605	-1149.8167667972293	-2669.0597857987104	-1048.7874089071602	0.272307023013344	0.22878832294206405	-4.205162457243588
92600	-6381.517659055395	-6376.79676665201	-4.720892403384742	-1510.3464460705131	-1153.1908102554648	-2665.102170677203	-1048.157339648829	0.2745113706927099	0.22878832294206405	-4.492104080442678
92800	-6378.704116708516	-6374.417842544211	-4.286274164304425	-1508.0836126526087	-1148.0026736414288	-2669.944631199876	-1048.3869250502983	0.2711968895977677	0.22878832294206405	-4.057485841362361
93000	-6377.911714961741	-6373.686902650175	-4.224812311566331	-1507.2851445418214	-1143.1545561203577	-2674.1022174072436	-1049.1449845807522	0.2535134023302292	0.22878832294206405	-3.996023988624267
93200	-6377.391063712216	-6372.977723652952	-4.413340059264879	-1507.6040825640287	-1142.933065874097	-2674.6162113742253	-1047.8243638406004	0.2458288120289231	0.22878832294206405	-4.184551736322815
93400	-6378.665075432072	-6373.434763929885	-5.23031150218716	-1509.630045490736	-1150.9432787202684	-2662.495231202024	-1050.366208516856	0.2458288120289231	0.22878832294206405	-5.001523179245096
93600	-6376.117387576841	-6372.146120371645	-3.971267205195984	-1504.4201548049077	-1139.1208627181259	-2681.432210683187	-1047.1728921654246	0.23980940495599365	0.22878832294206405	-3.74247888225392
93800	-6375.016169201771	-6370.851298992334	-4.1648702094373515	-1506.6262693669582	-1142.6803127746107	-2672.8860621770173	-1048.6586546737478	0.25564352518144506	0.22878832294206405	-3.9360818864952876
94000	-6376.526718777194	-6371.381978702164	-5.144740075029999	-1508.1890607662235	-1151.6404666381397	-2662.4660495826042	-1049.086401715196	0.2575028097602426	0.22878832294206405	-4.915951752087935
94200	-6377.406610064784	-6373.189179155914	-4.217430908870396	-1504.470675416429	-1138.5953152221784	-2682.6627415152757	-1047.4604470020302	0.2240095509547413	0.22878832294206405	-3.988642585928332
94400	-6379.822924256488	-6374.24137687177	-5.581547384717794	-1514.9505509103105	-1155.552922974353	-2652.9150433812533	-1050.8228596058527	0.26689527658696516	0.22878832294206405	-5.35275906177573
94600	-6381.741833763048	-6376.249399029079	-5.492434733969536	-1505.9844990827744	-1156.9550866594875	-2663.348481268615	-1049.9613320182016	0.25550937488756137	0.22878832294206405	-5.263646411027472
94800	-6378.367233114756	-6372.1877175399095	-6.179515574846995	-1515.1324810738045	-1163.6458387259886	-2643.6410674625276	-1049.7683302775886	0.2771742543731118	0.2595582115696651	-5.91995736327733
95000	-6380.628266374173	-6376.738749157333	-3.889517216840228	-1507.083538154303	-1142.4043662867584	-2676.883093921712	-1050.3677507945597	0.2576745730655897	0.2595582115696651	-3.629959005270563
95200	-6380.782356779083	-6376.825751155944	-3.956605623138806	-1507.8897841632677	-1135.5809903484778	-2688.055085211224	-1045.299891432974	0.22786024006694577	0.3526105148589754	-3.6039951082798307
95400	-6386.338145145589	-6380.464798233275	-5.873346912313715	-1519.1496566588419	-1158.7083333664557	-2654.4808971323014	-1048.1259110756769	0.2674372632379341	0.3526105148589754	-5.52073639745474
95600	-6378.419394723655	-6373.212738893654	-5.206655830000955	-1503.5464163064455	-1151.981189927671	-2671.2876443047826	-1046.3974883547548	0.2461261324714634	0.2931028491647803	-4.913552980836174
95800	-6375.700859598937	-6370.714084322669	-4.98677527626873	-1505.996833800524	-1149.4389824693917	-2670.138015055036	-1045.1402529977174	0.24906947470612997	0.32000702138110776	-4.666768254887622
96000	-6377.460005158155	-6372.397288599294	-5.0627165588600604	-1511.4577429873825	-1150.4462714360534	-2663.2316859053653	-1047.261588270493	0.2579845452068537	0.32000702138110776	-4.7427095374789525
96200	-6375.758370692986	-6370.932418827926	-4.82595186505995	-1510.0042476991082	-1146.6716643312877	-2666.7304527442384	-1047.526054053292	0.25280347779970513	0.32000702138110776	-4.505944843678842
96400	-6376.489535884814	-6372.148050244552	-4.341485640262817	-1508.3544048522485	-1141.8833575060496	-2676.900403087861	-1045.0098847983936	0.24361538814893138	0.32000702138110776	-4.021478618881709
96600	-6375.579639214461	-6371.956584032458	-3.6230551820036725	-1502.6848919365334	-1135.3564818183213	-2690.17888039424	-1043.7363298833634	0.232349789374424	0.32000702138110776	-3.3030481606225646
96800	-6376.54237669277	-6371.567251935768	-4.975124757001773	-1507.2823463460877	-1147.0394430868428	-2672.3317307038806	-1044.9137317989569	0.2426671632172584	0.32000702138110776	-4.655117735620665
97000	-6375.832675094876	-6370.47229631357	-5.360378781306573	-1513.070430242535	-1149.5167645698696	-2660.8757004295476	-1047.0094010716182	0.24945456822249618	0.32000702138110776	-5.040371759925465
97200	-6374.264602616179	-6370.280779122311	-3.9838234938679413	-1505.9265987498477	-1136.7676641150838	-2682.5775463899454	-1045.0089698674346	0.2373026397951577	0.32000702138110776	-3.6638164724868334
97400	-6374.919924779631	-6369.74673133302	-5.173193446611252	-1511.005916412651	-1152.0504665192848	-2659.1010915482975	-1047.589256852786	0.2669395884590846	0.32000702138110776	-4.853186425230144
97600	-6374.700181220907	-6369.5644668788145	-5.135714342093239	-1506.3840232509704	-1151.8615064942255	-2665.327617993902	-1045.9913191397166	0.2573560694195139	0.32000702138110776	-4.815707320712131
97800	-6374.813696929281	-6369.237777036384	-5.575919892897218	-1509.3889851176234	-1156.2657009504917	-2655.150945069356	-1048.432145898913	0.26805751180720827	0.32000702138110776	-5.25591287151611
98000	-6374.551128928443	-6369.847945068255	-4.703183860187454	-1509.6683488563242	-1145.7211725146665	-2666.885863710903	-1047.5725599863626	0.25506490381326724	0.32000702138110776	-4.383176838806346
98200	-6378.476766950222	-6374.176111391704	-4.300655558518204	-1510.512034709849	-1148.9995094434141	-2667.3955924852844	-1047.2689747531556	0.28069122161924603	0.32000702138110776	-3.980648537137096
98400	-6375.506522811785	-6370.9902836342135	-4.516239177570912	-1505.98685007601	-1148.1040691295693	-2668.8800672184825	-1048.0192972101518	0.2643261475295111	0.32000702138110776	-4.196232156189804
98600	-6377.050412168294	-6372.653048507962	-4.397363660332712	-1504.8357261776996	-1143.8722235242737	-2677.161013270426	-1046.784085535563	0.23891596920792812	0.32000702138110776	-4.0773566389516045
98800	-6374.243458889798	-6369.645870364033	-4.597588525765075	-1505.7368167561538	-1143.116333759307	-2674.2231485430493	-1046.5695713055231	0.23845447514190507	0.32000702138110776	-4.277581504383967
99000	-6376.173340546034	-6370.751475952742	-5.4218645932915965	-1508.9172180566738	-1153.870159705449	-2660.795653320451	-1047.1684448701687	0.25774600106084	0.32000702138110776	-5.101857571910489
99200	-6381.079110565783	-6376.245660407451	-4.833450158331601	-1512.3233683685662	-1145.1873601820485	-2671.602195245108	-1047.1327366117287	0.2415366099796777	0.32000702138110776	-4.513443136950493
99400	-6380.083008810224	-6374.629296159897	-5.453712650326751	-1510.9181849203135	-1157.9650803845773	-2657.692650170436	-1048.053380684571	0.27205538173825267	0.32000702138110776	-5.133705628945643
99600	-6374.61772985344	-6369.189743758956	-5.427986094484643	-1509.7037966288003	-1150.851229189848	-2660.6117501792755	-1048.0229677610323	0.24980796700902333	0.32000702138110776	-5.107979073103535
99800	-6374.309334266912	-6369.308926248123	-5.000408018789038	-1510.263727744299	-1148.259522440194	-2663.1673647115167	-1047.6183113521126	0.25187030185014786	0.32000702138110776	-4.68040099740793
100000	-6377.334995872996	-6372.98063090496	-4.354364968035877	-1503.413929120283	-1142.0364506496887	-2680.2881419940754	-1047.2421091409128	0.24011581840029877	0.32000702138110776	-4.034357946654769
